3.40578863	5.10694039
6.38144162	5.71642474
4.14512980	3.76092398
3.59562500	5.40916906
4.09626489	5.08969886
4.18242653	4.46768775
4.20704644	3.72671393
5.46853346	5.03738817
6.32736501	3.09705916
5.38542038	3.57364005
3.34957491	4.76545307
5.56503970	5.54533243
4.75799232	3.85895963
5.65315047	5.54047799
4.07419153	3.12516599
3.92308769	6.14920944
3.99116336	5.91387298
4.13546767	4.27556799
2.26615891	4.68497572
4.37639322	3.18741561
2.91586464	4.72202317
4.39121506	6.42979220
5.08485621	6.22159262
3.65613465	1.98819387
4.38186036	5.24483678
5.42466399	4.56359498
3.42363314	3.80794319
2.95726996	5.82862390
5.13726563	4.03307153
5.25910380	4.20505518
4.23439710	6.39297018
3.68354349	5.91530786
4.16777076	6.47575615
3.80119139	3.88265033
4.50029931	5.93839092
4.35905061	4.48564213
4.23343493	5.23420286
4.54422088	4.66135754
5.35682764	4.35341837
2.96929085	4.83401623
2.70092208	4.46728512
4.64573717	4.49861894
2.99076289	5.13735620
3.90950064	6.50636257
4.88439300	5.65350065
4.95723434	4.13892715
-4.32231125	-7.67333331
-6.19957549	-5.86011796
-3.40244411	-5.29072137
-6.05386405	-6.25968976
-6.77253479	-5.42664838
-2.93093316	-6.03006928
-5.47344015	-6.27292957
-3.41111599	-5.58963314
-6.01696014	-6.03478637
-5.03892509	-5.51399422
-5.31929361	-4.64434444
-4.47350831	-5.66798012
-6.00947724	-4.30011436
-4.55365149	-4.73784608
-7.06554696	-5.82590007
-2.99910759	-3.51175228
-5.25670447	-6.04517192
-5.14617046	-4.39836833
-5.28285450	-6.70489074
-6.14948270	-7.25569334
-5.30544122	-7.03540819
-5.08456818	-5.39723064
-3.05887112	-6.68476020
-4.31455742	-5.53477024
-3.41515993	-6.88066688
-5.55172526	-6.52137111
-4.09472513	-5.11511973
-5.90928737	-7.42818995
-1.95634430	-8.93316859
-5.56301864	-6.44359923
-4.24560333	-5.44267907
-4.79604905	-5.17349717
-6.22683025	-6.41116595
-6.25616926	-5.60956576
-5.92463361	-4.19186908
-5.40878906	-8.46860755
-4.09105984	-7.13115514
-3.67590842	-6.67922719
-5.19689729	-6.59854927
-4.13888593	-6.53126976
-4.60523680	-5.51038327
-5.13029517	-5.65849365
-5.16222564	-6.69987323
-5.15783055	-4.68023163
-3.42386590	-5.17992480
-5.26729545	-6.08673757
-5.47202292	-6.17065007
-5.91083035	-4.80619167
-4.94172116	-6.96310520
-4.72931758	-6.48089529
-5.11060589	-6.09152799
-5.74192749	-6.35636463
-4.83202356	-6.20716982
-5.04858246	-7.52703199
-3.66832519	-6.18392003
-3.85403039	-6.10781840
-2.62994151	-7.61298760
-4.65069407	-4.29290851
-4.60269169	-5.83988106
-6.31568802	-5.01282980
-6.52194444	-7.36328811
-5.72113810	-6.97850423
-4.60207699	-7.07159963
-5.25611227	-6.13068352
-3.88599631	-5.53197217
-2.57089940	-5.55910194
-5.40530172	-7.50792902
-6.40490047	-5.68049215
-5.83733214	-6.46431021
-7.86067480	-5.40063679
-5.47321734	-5.94034591
-6.79820938	-3.28823103
-5.38081449	-7.56801688
-4.83415591	-4.80880740
-4.95948162	-4.80363315
-5.56248284	-5.89022205
-6.51484623	-5.03340543
-3.65828424	-5.32507150
-3.72981984	-6.63037984
-5.00680952	-5.71147669
-4.95170326	-7.03813382
-4.49088702	-6.10422264
-5.91881176	-5.94170443
-5.13526028	-5.77976449
-4.35712961	-6.43116815
-4.25185298	-5.76307955
-4.57270516	-6.79918719
-3.60295954	-5.51675340
-4.03514090	-7.11796484
-3.89453153	-5.15838634
-4.23054194	-8.01956408
-4.69727071	-5.41668677
-4.75840604	-5.24189884
-5.83037309	-6.71295543
-4.28595282	-6.25449256
-6.53644327	-6.35387418
-5.96305612	-6.59827463
-4.91375177	-6.10330812
-5.18650727	-6.75180584
-4.55109124	-6.00249897
